sample_uid	sample_token	gse_id	cancer_type	candidate_policy	input_cells	candidate_cells	reference_cells	infercnv_status	infercnv_output_rows	copykat_status	copykat_output_rows	mapped_cells	unmapped_cells	duplicate_or_conflict_cells
GSE184362|GSE184362__GSM5585105_PTC2_P	GSE184362_GSE184362__GSM5585105_PTC2_P_46201a6cdc98	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	6339	1	6186	skipped_insufficient_cells	0	skipped_insufficient_cells	0	6339	0	0
GSE184362|GSE184362__GSM5585106_PTC2_LeftLN	GSE184362_GSE184362__GSM5585106_PTC2_LeftLN_49361d51e216	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	8352	0	8232	skipped_insufficient_cells	0	skipped_insufficient_cells	0	8352	0	0
GSE184362|GSE184362__GSM5585107_PTC3_T	GSE184362_GSE184362__GSM5585107_PTC3_T_9e9bd8e4517e	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5605	15	5272	skipped_insufficient_cells	0	skipped_insufficient_cells	0	5605	0	0
GSE184362|GSE184362__GSM5585108_PTC3_P	GSE184362_GSE184362__GSM5585108_PTC3_P_1d58cae5b370	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7573	0	7420	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7573	0	0
GSE184362|GSE184362__GSM5585109_PTC3_LeftLN	GSE184362_GSE184362__GSM5585109_PTC3_LeftLN_1f9a4ae1e635	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7740	0	7583	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7740	0	0
GSE184362|GSE184362__GSM5585110_PTC3_RightLN	GSE184362_GSE184362__GSM5585110_PTC3_RightLN_c12e3712ea59	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7518	1	7346	skipped_insufficient_cells	0	skipped_insufficient_cells	0	7518	0	0
GSE184362|GSE184362__GSM5585111_PTC4_SC	GSE184362_GSE184362__GSM5585111_PTC4_SC_048ea93c0fd8	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	1957	41	1813	success	41	skipped_insufficient_cells	0	1957	0	0
GSE184362|GSE184362__GSM5585112_PTC5_T	GSE184362_GSE184362__GSM5585112_PTC5_T_a40a20f40dbf	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	3504	1198	727	success	1198	success	1198	3504	0	0
GSE184362|GSE184362__GSM5585113_PTC5_P	GSE184362_GSE184362__GSM5585113_PTC5_P_ec86c9a4717e	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	2151	1291	588	success	1291	success	1291	2151	0	0
GSE184362|GSE184362__GSM5585114_PTC5_RightLN	GSE184362_GSE184362__GSM5585114_PTC5_RightLN_2675332e9259	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	4849	3747	113	success	3747	success	3747	4849	0	0
GSE184362|GSE184362__GSM5585115_PTC6_RightLN	GSE184362_GSE184362__GSM5585115_PTC6_RightLN_6e9518384958	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	4474	2095	592	success	2095	success	2095	4474	0	0
GSE184362|GSE184362__GSM5585116_PTC7_RightLN	GSE184362_GSE184362__GSM5585116_PTC7_RightLN_603df41a6466	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	6722	766	4563	success	766	success	766	6722	0	0
GSE184362|GSE184362__GSM5585117_PTC8_T	GSE184362_GSE184362__GSM5585117_PTC8_T_3feea216358c	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	8151	3616	3633	success	3616	success	3616	8151	0	0
GSE184362|GSE184362__GSM5585118_PTC8_P	GSE184362_GSE184362__GSM5585118_PTC8_P_dffd1118abfd	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	11706	3350	6610	success	3350	success	3350	11706	0	0
GSE184362|GSE184362__GSM5585119_PTC9_T	GSE184362_GSE184362__GSM5585119_PTC9_T_adcaa39accb7	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	8244	3488	3485	success	3488	success	3488	8244	0	0
GSE184362|GSE184362__GSM5585120_PTC9_P	GSE184362_GSE184362__GSM5585120_PTC9_P_1d0667f3d8a1	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5536	64	4946	success	64	skipped_insufficient_cells	0	5536	0	0
GSE184362|GSE184362__GSM5585121_PTC10_T	GSE184362_GSE184362__GSM5585121_PTC10_T_8049d0b28dad	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	8660	4273	3031	success	4273	success	4273	8660	0	0
GSE184362|GSE184362__GSM5585122_PTC10_RightLN	GSE184362_GSE184362__GSM5585122_PTC10_RightLN_87be593f7b9c	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7224	4639	1964	success	4639	success	4639	7224	0	0
GSE184362|GSE184362__GSM5585123_PTC11_RightLN	GSE184362_GSE184362__GSM5585123_PTC11_RightLN_7d746eab7ad0	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5996	998	3701	success	998	success	998	5996	0	0
GSE184362|GSE184362__GSM5585124_PTC11_SC	GSE184362_GSE184362__GSM5585124_PTC11_SC_efc77742bde5	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5012	4334	310	success	4334	success	4334	5012	0	0
GSE288479|GSM8768560_SMC26_DN_scRNA	GSE288479_GSM8768560_SMC26_DN_scRNA_c90ba75a55a2	GSE288479	Part-solid LUAD	epithelial_solid_default	1810	49	1121	success	49	skipped_insufficient_cells	0	1810	0	0
GSE288479|GSM8768561_SMC26_AN_scRNA	GSE288479_GSM8768561_SMC26_AN_scRNA_291f9fdcef79	GSE288479	Part-solid LUAD	epithelial_solid_default	1833	12	1088	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1833	0	0
GSE288479|GSM8768562_SMC26_GG_scRNA	GSE288479_GSM8768562_SMC26_GG_scRNA_11c45c5998b4	GSE288479	Part-solid LUAD	epithelial_solid_default	3444	296	2020	success	296	success	296	3444	0	0
GSE288479|GSM8768563_SMC26_S_scRNA	GSE288479_GSM8768563_SMC26_S_scRNA_7a677d5073df	GSE288479	Part-solid LUAD	epithelial_solid_default	802	76	549	success	76	skipped_insufficient_cells	0	802	0	0
GSE288479|GSM8768564_SMC27_DN_scRNA	GSE288479_GSM8768564_SMC27_DN_scRNA_92b6435658e1	GSE288479	Part-solid LUAD	epithelial_solid_default	2746	9	2071	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2746	0	0
GSE288479|GSM8768565_SMC27_AN_scRNA	GSE288479_GSM8768565_SMC27_AN_scRNA_fc1d0596b442	GSE288479	Part-solid LUAD	epithelial_solid_default	2825	38	2197	success	38	skipped_insufficient_cells	0	2825	0	0
GSE288479|GSM8768566_SMC27_GG_scRNA	GSE288479_GSM8768566_SMC27_GG_scRNA_be1e815dce14	GSE288479	Part-solid LUAD	epithelial_solid_default	2876	418	1804	success	418	success	418	2876	0	0
GSE288479|GSM8768567_SMC27_S_scRNA	GSE288479_GSM8768567_SMC27_S_scRNA_b1e5f39efead	GSE288479	Part-solid LUAD	epithelial_solid_default	1505	166	997	success	166	skipped_insufficient_cells	0	1505	0	0
GSE288479|GSM8768568_SMC29_DN_scRNA	GSE288479_GSM8768568_SMC29_DN_scRNA_97ae8d21682a	GSE288479	Part-solid LUAD	epithelial_solid_default	2523	108	1612	success	108	skipped_insufficient_cells	0	2523	0	0
GSE288479|GSM8768569_SMC29_AN_scRNA	GSE288479_GSM8768569_SMC29_AN_scRNA_0ee31e33ef73	GSE288479	Part-solid LUAD	epithelial_solid_default	1968	158	953	success	158	skipped_insufficient_cells	0	1968	0	0
GSE288479|GSM8768570_SMC29_GG_scRNA	GSE288479_GSM8768570_SMC29_GG_scRNA_ef88e29088ba	GSE288479	Part-solid LUAD	epithelial_solid_default	3840	444	2346	success	444	success	444	3840	0	0
GSE288479|GSM8768571_SMC29_S_scRNA	GSE288479_GSM8768571_SMC29_S_scRNA_9dc3002c05e6	GSE288479	Part-solid LUAD	epithelial_solid_default	4910	331	3502	success	331	success	331	4910	0	0
GSE288479|GSM8768572_SMC30_DN_scRNA	GSE288479_GSM8768572_SMC30_DN_scRNA_155700c1776b	GSE288479	Part-solid LUAD	epithelial_solid_default	3767	109	2543	success	109	skipped_insufficient_cells	0	3767	0	0
GSE288479|GSM8768573_SMC30_AN_scRNA	GSE288479_GSM8768573_SMC30_AN_scRNA_714836f8c154	GSE288479	Part-solid LUAD	epithelial_solid_default	3247	204	2547	success	204	success	204	3247	0	0
GSE288479|GSM8768574_SMC30_GG_scRNA	GSE288479_GSM8768574_SMC30_GG_scRNA_63a13808c92f	GSE288479	Part-solid LUAD	epithelial_solid_default	3461	514	2028	success	514	success	514	3461	0	0
GSE288479|GSM8768575_SMC30_S_scRNA	GSE288479_GSM8768575_SMC30_S_scRNA_c5ba25475b64	GSE288479	Part-solid LUAD	epithelial_solid_default	2209	240	1381	success	240	success	240	2209	0	0
GSE176031|HNW_PR5251_T_org_pool1_pool2_S40_L003	GSE176031_HNW_PR5251_T_org_pool1_pool2_S40_L003_fe2b8ce827d2	GSE176031	Prostate cancer	epithelial_solid_default	985	979	2	skipped_insufficient_cells	0	success	979	985	0	0
GSE176031|HNW_PR5254_T_org_S38_L003	GSE176031_HNW_PR5254_T_org_S38_L003_244e6b4a3cfc	GSE176031	Prostate cancer	epithelial_solid_default	592	531	18	skipped_insufficient_cells	0	success	531	592	0	0
GSE176031|PA_AUG_PB_1A_S1	GSE176031_PA_AUG_PB_1A_S1_837efa0a0e44	GSE176031	Prostate cancer	epithelial_solid_default	362	104	96	success	104	skipped_insufficient_cells	0	362	0	0
GSE176031|PA_AUG_PB_1B_S2	GSE176031_PA_AUG_PB_1B_S2_13bfbc23a378	GSE176031	Prostate cancer	epithelial_solid_default	527	164	182	success	164	skipped_insufficient_cells	0	527	0	0
GSE176031|PA_PB1A_Pool_1_3_S50_L002	GSE176031_PA_PB1A_Pool_1_3_S50_L002_8d076501d82f	GSE176031	Prostate cancer	epithelial_solid_default	751	158	260	success	158	skipped_insufficient_cells	0	751	0	0
GSE176031|PA_PB1A_Pool_2_S107_L004	GSE176031_PA_PB1A_Pool_2_S107_L004_1b2c956f8184	GSE176031	Prostate cancer	epithelial_solid_default	552	82	235	success	82	skipped_insufficient_cells	0	552	0	0
GSE176031|PA_PB1B_Pool_1_2_S74_L003	GSE176031_PA_PB1B_Pool_1_2_S74_L003_a2b8e3cd3f0b	GSE176031	Prostate cancer	epithelial_solid_default	708	279	150	success	279	success	279	708	0	0
GSE176031|PA_PB1B_Pool_2_S24_L001	GSE176031_PA_PB1B_Pool_2_S24_L001_0469291c22c4	GSE176031	Prostate cancer	epithelial_solid_default	737	318	134	success	318	success	318	737	0	0
GSE176031|PA_PB1B_Pool_3_S51_L002	GSE176031_PA_PB1B_Pool_3_S51_L002_29d9c7cb8ed3	GSE176031	Prostate cancer	epithelial_solid_default	708	263	134	success	263	success	263	708	0	0
GSE176031|PA_PB2A_Pool_1_3_S25_L001	GSE176031_PA_PB2A_Pool_1_3_S25_L001_1a40083bde41	GSE176031	Prostate cancer	epithelial_solid_default	935	390	166	success	390	success	390	935	0	0
GSE176031|PA_PB2B_Pool_1_3_S52_L002	GSE176031_PA_PB2B_Pool_1_3_S52_L002_f152b4be0f51	GSE176031	Prostate cancer	epithelial_solid_default	648	226	182	success	226	success	226	648	0	0
GSE176031|PA_PB2B_Pool_2_S26_L001	GSE176031_PA_PB2B_Pool_2_S26_L001_8f5daf1d51c6	GSE176031	Prostate cancer	epithelial_solid_default	462	130	173	success	130	skipped_insufficient_cells	0	462	0	0
GSE176031|PA_PR5186_Pool_1_2_3_S27_L001	GSE176031_PA_PR5186_Pool_1_2_3_S27_L001_c33bb2602760	GSE176031	Prostate cancer	epithelial_solid_default	777	227	317	success	227	success	227	777	0	0
GSE176031|PA_PR5196-1_Pool_1_2_3_S53_L002	GSE176031_PA_PR5196-1_Pool_1_2_3_S53_L002_b019c0b1676a	GSE176031	Prostate cancer	epithelial_solid_default	1028	426	306	success	426	success	426	1028	0	0
GSE176031|PA_PR5196-2_Pool_1_2_3_S54_L002	GSE176031_PA_PR5196-2_Pool_1_2_3_S54_L002_f766e75df073	GSE176031	Prostate cancer	epithelial_solid_default	1004	357	324	success	357	success	357	1004	0	0
GSE176031|PA_PR5199-193K_Pool_1_2_3_S55_L002	GSE176031_PA_PR5199-193K_Pool_1_2_3_S55_L002_19b967e65c81	GSE176031	Prostate cancer	epithelial_solid_default	752	272	188	success	272	success	272	752	0	0
GSE176031|PA_PR5199-640K_Pool_1_3_S108_L004	GSE176031_PA_PR5199-640K_Pool_1_3_S108_L004_baa2c2a482f8	GSE176031	Prostate cancer	epithelial_solid_default	175	47	58	success	47	skipped_insufficient_cells	0	175	0	0
GSE176031|PA_PR5199-640K_Pool_2_S56_L002	GSE176031_PA_PR5199-640K_Pool_2_S56_L002_4428bb0a8341	GSE176031	Prostate cancer	epithelial_solid_default	67	24	26	skipped_insufficient_cells	0	skipped_insufficient_cells	0	67	0	0
GSE176031|PA_PR5249_T1_S3_L001	GSE176031_PA_PR5249_T1_S3_L001_61e56ce19ef9	GSE176031	Prostate cancer	epithelial_solid_default	341	236	43	skipped_insufficient_cells	0	success	236	341	0	0
GSE176031|PA_PR5249_T2_S4_L001	GSE176031_PA_PR5249_T2_S4_L001_4415799c5ef6	GSE176031	Prostate cancer	epithelial_solid_default	456	291	50	success	291	success	291	456	0	0
GSE176031|PA_PR5251_T1_S7_L001	GSE176031_PA_PR5251_T1_S7_L001_b13f529b92b3	GSE176031	Prostate cancer	epithelial_solid_default	762	468	113	success	468	success	468	762	0	0
GSE176031|PA_PR5251_T2_S8_L001	GSE176031_PA_PR5251_T2_S8_L001_56e9f41edd50	GSE176031	Prostate cancer	epithelial_solid_default	1010	733	89	success	733	success	733	1010	0	0
GSE176031|PA_PR5254_T1_S15_L001	GSE176031_PA_PR5254_T1_S15_L001_27229a74a758	GSE176031	Prostate cancer	epithelial_solid_default	465	335	58	success	335	success	335	465	0	0
GSE176031|PA_PR5261_T1_S23_L002	GSE176031_PA_PR5261_T1_S23_L002_2e0d125468cd	GSE176031	Prostate cancer	epithelial_solid_default	847	383	100	success	383	success	383	847	0	0
GSE176031|PA_PR5261_T2_S24_L002	GSE176031_PA_PR5261_T2_S24_L002_63f81392f730	GSE176031	Prostate cancer	epithelial_solid_default	713	328	94	success	328	success	328	713	0	0
GSE176031|PA_PR5269_1_S25_L002	GSE176031_PA_PR5269_1_S25_L002_ddb4b8fb7c01	GSE176031	Prostate cancer	epithelial_solid_default	103	56	10	skipped_insufficient_cells	0	skipped_insufficient_cells	0	103	0	0
GSE176031|PA_PR5269_2_S26_L002	GSE176031_PA_PR5269_2_S26_L002_ff0dba1c6231	GSE176031	Prostate cancer	epithelial_solid_default	568	321	59	success	321	success	321	568	0	0
GSE176031|PA_PR5269_3_S27_L002	GSE176031_PA_PR5269_3_S27_L002_ae0e490380b9	GSE176031	Prostate cancer	epithelial_solid_default	594	358	56	success	358	success	358	594	0	0
GSE176031|PA_PR5269_4_S28_L002	GSE176031_PA_PR5269_4_S28_L002_6416733fc4e4	GSE176031	Prostate cancer	epithelial_solid_default	527	307	71	success	307	success	307	527	0	0
GSE176031|PR5251_T_org_pool3_S62_L004	GSE176031_PR5251_T_org_pool3_S62_L004_d8b4efb35888	GSE176031	Prostate cancer	epithelial_solid_default	921	901	7	skipped_insufficient_cells	0	success	901	921	0	0
GSE176031|PR5261_T_V1_org_S55_L004	GSE176031_PR5261_T_V1_org_S55_L004_3ee7dccba010	GSE176031	Prostate cancer	epithelial_solid_default	26	16	3	skipped_insufficient_cells	0	skipped_insufficient_cells	0	26	0	0
GSE176031|PR5261_T_V2_org_S58_L004	GSE176031_PR5261_T_V2_org_S58_L004_6b8785c5beec	GSE176031	Prostate cancer	epithelial_solid_default	1106	895	29	skipped_insufficient_cells	0	success	895	1106	0	0
GSE176031|PR5269_T_org_S60_L004	GSE176031_PR5269_T_org_S60_L004_c478c9b317d2	GSE176031	Prostate cancer	epithelial_solid_default	113	93	7	skipped_insufficient_cells	0	skipped_insufficient_cells	0	113	0	0
GSE176031|PR5274_T_V1_org_S63_L004	GSE176031_PR5274_T_V1_org_S63_L004_708736e38564	GSE176031	Prostate cancer	epithelial_solid_default	1185	1165	4	skipped_insufficient_cells	0	success	1165	1185	0	0
GSE176031|PR5274_T_V2_org_S66_L004	GSE176031_PR5274_T_V2_org_S66_L004_9c7e32ef89b6	GSE176031	Prostate cancer	epithelial_solid_default	993	841	23	skipped_insufficient_cells	0	success	841	993	0	0
GSE176031|PR5316_T_base_org_S36_L003	GSE176031_PR5316_T_base_org_S36_L003_4517f770dd67	GSE176031	Prostate cancer	epithelial_solid_default	534	434	25	skipped_insufficient_cells	0	success	434	534	0	0
GSE274229|GSM8445680_S1_03_GEX	GSE274229_GSM8445680_S1_03_GEX_bacc9c679d22	GSE274229	Prostate cancer	epithelial_solid_default	1483	28	969	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1483	0	0
GSE274229|GSM8445681_S2_06_GEX	GSE274229_GSM8445681_S2_06_GEX_0483998e75bf	GSE274229	Prostate cancer	epithelial_solid_default	2805	1787	718	success	1787	success	1787	2805	0	0
GSE274229|GSM8445682_S3_10_GEX	GSE274229_GSM8445682_S3_10_GEX_d6f7e82b8bfa	GSE274229	Prostate cancer	epithelial_solid_default	564	11	396	skipped_insufficient_cells	0	skipped_insufficient_cells	0	564	0	0
GSE274229|GSM8445683_S4_15_GEX	GSE274229_GSM8445683_S4_15_GEX_8b81727fea20	GSE274229	Prostate cancer	epithelial_solid_default	294	233	27	skipped_insufficient_cells	0	success	233	294	0	0
GSE274229|GSM8445684_S5_18_GEX	GSE274229_GSM8445684_S5_18_GEX_6953d5f37879	GSE274229	Prostate cancer	epithelial_solid_default	6880	2773	922	success	2773	success	2773	6880	0	0
GSE274229|GSM8445685_S6_20_GEX	GSE274229_GSM8445685_S6_20_GEX_65af993cfe6f	GSE274229	Prostate cancer	epithelial_solid_default	6126	747	4233	success	747	success	747	6126	0	0
GSE274229|GSM8445686_S7_02_GEX	GSE274229_GSM8445686_S7_02_GEX_f120e3f5d4ff	GSE274229	Prostate cancer	epithelial_solid_default	199	131	57	success	131	skipped_insufficient_cells	0	199	0	0
GSE274229|GSM8445687_S8_02_GEX	GSE274229_GSM8445687_S8_02_GEX_6fd605432436	GSE274229	Prostate cancer	epithelial_solid_default	288	122	90	success	122	skipped_insufficient_cells	0	288	0	0
GSE274229|GSM8445688_S9_04_GEX	GSE274229_GSM8445688_S9_04_GEX_65ebffdb9ab8	GSE274229	Prostate cancer	epithelial_solid_default	60	22	27	skipped_insufficient_cells	0	skipped_insufficient_cells	0	60	0	0
GSE274229|GSM8445689_S10_05_GEX	GSE274229_GSM8445689_S10_05_GEX_ff978324dfbc	GSE274229	Prostate cancer	epithelial_solid_default	3896	2070	1193	success	2070	success	2070	3896	0	0
GSE274229|GSM8445690_S11_05_GEX	GSE274229_GSM8445690_S11_05_GEX_1744c696cc27	GSE274229	Prostate cancer	epithelial_solid_default	1582	135	1163	success	135	skipped_insufficient_cells	0	1582	0	0
GSE274229|GSM8445691_S12_06_GEX	GSE274229_GSM8445691_S12_06_GEX_349cf0f1599a	GSE274229	Prostate cancer	epithelial_solid_default	278	96	98	success	96	skipped_insufficient_cells	0	278	0	0
GSE274229|GSM8445692_S13_06_GEX	GSE274229_GSM8445692_S13_06_GEX_1b3d1d18db32	GSE274229	Prostate cancer	epithelial_solid_default	213	29	100	skipped_insufficient_cells	0	skipped_insufficient_cells	0	213	0	0
GSE274229|GSM8445693_S14_08_GEX	GSE274229_GSM8445693_S14_08_GEX_111d3eaba21c	GSE274229	Prostate cancer	epithelial_solid_default	1011	581	292	success	581	success	581	1011	0	0
GSE274229|GSM8445694_S15_08_GEX	GSE274229_GSM8445694_S15_08_GEX_b094af8df93d	GSE274229	Prostate cancer	epithelial_solid_default	1732	766	518	success	766	success	766	1732	0	0
GSE274229|GSM8445695_S16_09_GEX	GSE274229_GSM8445695_S16_09_GEX_239772d8166c	GSE274229	Prostate cancer	epithelial_solid_default	5125	2867	859	success	2867	success	2867	5125	0	0
GSE274229|GSM8445696_S17_10_GEX	GSE274229_GSM8445696_S17_10_GEX_a5a25542f8e4	GSE274229	Prostate cancer	epithelial_solid_default	1483	849	531	success	849	success	849	1483	0	0
GSE274229|GSM8445697_S18_12_GEX	GSE274229_GSM8445697_S18_12_GEX_3968d8715423	GSE274229	Prostate cancer	epithelial_solid_default	703	514	56	success	514	success	514	703	0	0
GSE274229|GSM8445698_S19_12_GEX	GSE274229_GSM8445698_S19_12_GEX_34366f43fa8c	GSE274229	Prostate cancer	epithelial_solid_default	136	82	12	skipped_insufficient_cells	0	skipped_insufficient_cells	0	136	0	0
GSE274229|GSM8445699_S20_13_GEX	GSE274229_GSM8445699_S20_13_GEX_c0fc50c8358d	GSE274229	Prostate cancer	epithelial_solid_default	2900	1867	473	success	1867	success	1867	2900	0	0
GSE274229|GSM8445700_S21_13_GEX	GSE274229_GSM8445700_S21_13_GEX_298184d1bd7b	GSE274229	Prostate cancer	epithelial_solid_default	2277	1188	337	success	1188	success	1188	2277	0	0
GSE274229|GSM8445701_S22_14_GEX	GSE274229_GSM8445701_S22_14_GEX_13dd68948e79	GSE274229	Prostate cancer	epithelial_solid_default	10641	2887	2723	success	2887	success	2887	10641	0	0
GSE274229|GSM8445702_S23_14_GEX	GSE274229_GSM8445702_S23_14_GEX_e1ea0b8f9240	GSE274229	Prostate cancer	epithelial_solid_default	9904	4531	1711	success	4531	success	4531	9904	0	0
GSE274229|GSM8445703_S24_15_GEX	GSE274229_GSM8445703_S24_15_GEX_6d479685dfba	GSE274229	Prostate cancer	epithelial_solid_default	2847	1261	1132	success	1261	success	1261	2847	0	0
GSE274229|GSM8445704_S25_15_GEX	GSE274229_GSM8445704_S25_15_GEX_6d106052eec1	GSE274229	Prostate cancer	epithelial_solid_default	941	555	237	success	555	success	555	941	0	0
GSE274229|GSM8445705_S26_16_GEX	GSE274229_GSM8445705_S26_16_GEX_12944d9c30c1	GSE274229	Prostate cancer	epithelial_solid_default	1777	1245	105	success	1245	success	1245	1777	0	0
GSE274229|GSM8445706_S27_16_GEX	GSE274229_GSM8445706_S27_16_GEX_e9e052728af8	GSE274229	Prostate cancer	epithelial_solid_default	2443	1460	526	success	1460	success	1460	2443	0	0
GSE274229|GSM8445707_S28_17_GEX	GSE274229_GSM8445707_S28_17_GEX_07139bfcfea0	GSE274229	Prostate cancer	epithelial_solid_default	1178	710	274	success	710	success	710	1178	0	0
GSE274229|GSM8445708_S29_17_GEX	GSE274229_GSM8445708_S29_17_GEX_0a51f45fa613	GSE274229	Prostate cancer	epithelial_solid_default	1454	829	377	success	829	success	829	1454	0	0
GSE274229|GSM8445709_S30_18_GEX	GSE274229_GSM8445709_S30_18_GEX_bbde03790734	GSE274229	Prostate cancer	epithelial_solid_default	4061	2813	448	success	2813	success	2813	4061	0	0
GSE274229|GSM8445710_S31_18_GEX	GSE274229_GSM8445710_S31_18_GEX_5fff61014c05	GSE274229	Prostate cancer	epithelial_solid_default	2034	202	378	success	202	success	202	2034	0	0
GSE274229|GSM8445711_S32_30_GEX	GSE274229_GSM8445711_S32_30_GEX_9f2061a6a05b	GSE274229	Prostate cancer	epithelial_solid_default	5442	3001	876	success	3001	success	3001	5442	0	0
GSE274229|GSM8445712_S33_31_GEX	GSE274229_GSM8445712_S33_31_GEX_8ac267de5d7d	GSE274229	Prostate cancer	epithelial_solid_default	3169	271	1844	success	271	success	271	3169	0	0
GSE274229|GSM8445713_S34_31_GEX	GSE274229_GSM8445713_S34_31_GEX_dd7acc52c039	GSE274229	Prostate cancer	epithelial_solid_default	6537	136	4192	success	136	skipped_insufficient_cells	0	6537	0	0
GSE274229|GSM8445714_S35_32_GEX	GSE274229_GSM8445714_S35_32_GEX_8711c3d99b7a	GSE274229	Prostate cancer	epithelial_solid_default	9631	2518	3909	success	2518	success	2518	9631	0	0
GSE274229|GSM8445715_S36_32_GEX	GSE274229_GSM8445715_S36_32_GEX_8e3dafad8856	GSE274229	Prostate cancer	epithelial_solid_default	4914	1635	1282	success	1635	success	1635	4914	0	0
GSE274229|GSM8445716_S37_32_GEX	GSE274229_GSM8445716_S37_32_GEX_585f0f8de76a	GSE274229	Prostate cancer	epithelial_solid_default	10229	2547	4192	success	2547	success	2547	10229	0	0
GSE274229|GSM8445717_S38_32_GEX	GSE274229_GSM8445717_S38_32_GEX_9b3ea49d6bc4	GSE274229	Prostate cancer	epithelial_solid_default	3127	1300	863	success	1300	success	1300	3127	0	0
GSE274229|GSM8445718_S39_33_GEX	GSE274229_GSM8445718_S39_33_GEX_457caca7b6e0	GSE274229	Prostate cancer	epithelial_solid_default	7146	1905	3670	success	1905	success	1905	7146	0	0
GSE274229|GSM8445719_S40_33_GEX	GSE274229_GSM8445719_S40_33_GEX_8d2cdc5764dd	GSE274229	Prostate cancer	epithelial_solid_default	2828	1309	747	success	1309	success	1309	2828	0	0
GSE274229|GSM8445720_S41_01_GEX	GSE274229_GSM8445720_S41_01_GEX_850ae01383b9	GSE274229	Prostate cancer	epithelial_solid_default	5082	389	3875	success	389	success	389	5082	0	0
GSE274229|GSM8445721_S42_01_GEX	GSE274229_GSM8445721_S42_01_GEX_d016bcf0cb53	GSE274229	Prostate cancer	epithelial_solid_default	2670	970	1201	success	970	success	970	2670	0	0
GSE274229|GSM8445722_S43_01_GEX	GSE274229_GSM8445722_S43_01_GEX_9db6e8ac420a	GSE274229	Prostate cancer	epithelial_solid_default	12017	4973	5012	success	4973	success	4973	12017	0	0
GSE274229|GSM8445723_S44_01_GEX	GSE274229_GSM8445723_S44_01_GEX_9fa96fb8c3c3	GSE274229	Prostate cancer	epithelial_solid_default	6059	4550	627	success	4550	success	4550	6059	0	0
GSE302903|nested_001_GSM9113377_TI_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_001_GSM9113377_TI_EmptyDrops_CR_matrix_tar_gz_3265ab233670	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	8035	2097	4404	success	2097	success	2097	8035	0	0
GSE302903|nested_002_GSM9113378_T2_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_002_GSM9113378_T2_EmptyDrops_CR_matrix_tar_gz_29545bb2a782	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	8026	2155	4218	success	2155	success	2155	8026	0	0
GSE302903|nested_003_GSM9113379_T3_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_003_GSM9113379_T3_EmptyDrops_CR_matrix_tar_gz_d5198396cc50	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	10026	1406	5441	success	1406	success	1406	10026	0	0
GSE302903|nested_004_GSM9113380_T4_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_004_GSM9113380_T4_EmptyDrops_CR_matrix_tar_gz_cf6a9781fe8e	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	4638	2455	1868	success	2455	success	2455	4638	0	0
GSE302903|nested_005_GSM9113381_T5_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_005_GSM9113381_T5_EmptyDrops_CR_matrix_tar_gz_785d4969dc19	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	2532	1046	1231	success	1046	success	1046	2532	0	0
GSE302903|nested_006_GSM9113382_T6_EmptyDrops_CR_matrix_tar_gz	GSE302903_nested_006_GSM9113382_T6_EmptyDrops_CR_matrix_tar_gz_734f5531d1cc	GSE302903	Rectal adenocarcinoma	epithelial_solid_default	11304	4114	4232	success	4114	success	4114	11304	0	0
