sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE127465|human_p7t1	GSE127465_human_p7t1_7c11a9689459	GSE127465	Non-small cell lung cancer	epithelial_solid_default	1462	171	711	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE127465|human_p7t2	GSE127465_human_p7t2_d79d5868eb2d	GSE127465	Non-small cell lung cancer	epithelial_solid_default	1403	157	709	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710692_PDAC_TISSUE_4	GSE155698_GSE155698__GSM4710692_PDAC_TISSUE_4_fcf090b5cca9	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1302	166	831	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710695_PDAC_TISSUE_7	GSE155698_GSE155698__GSM4710695_PDAC_TISSUE_7_4bf17095841f	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	6245	41	4668	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710697_PDAC_TISSUE_9	GSE155698_GSE155698__GSM4710697_PDAC_TISSUE_9_ba321324edc2	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2687	28	304	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710698_PDAC_TISSUE_10	GSE155698_GSE155698__GSM4710698_PDAC_TISSUE_10_1c92c1356a90	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	965	13	821	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710700_PDAC_TISSUE_11B	GSE155698_GSE155698__GSM4710700_PDAC_TISSUE_11B_7659e2718bb0	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	917	41	625	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710701_PDAC_TISSUE_12	GSE155698_GSE155698__GSM4710701_PDAC_TISSUE_12_022ddbf0b800	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	896	8	485	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710707_AdjNorm_TISSUE_2	GSE155698_GSE155698__GSM4710707_AdjNorm_TISSUE_2_2c59bdbd78ce	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1663	68	1321	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710708_AdjNorm_TISSUE_3	GSE155698_GSE155698__GSM4710708_AdjNorm_TISSUE_3_59df11a249ba	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	276	107	136	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710709_PDAC_PBMC_1	GSE155698_GSE155698__GSM4710709_PDAC_PBMC_1_c676d36fc987	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1743	145	1383	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710710_PDAC_PBMC_2	GSE155698_GSE155698__GSM4710710_PDAC_PBMC_2_90c18f260cc7	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2115	95	1529	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710711_PDAC_PBMC_3	GSE155698_GSE155698__GSM4710711_PDAC_PBMC_3_607c394f7f09	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2315	77	1781	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710712_PDAC_PBMC_4	GSE155698_GSE155698__GSM4710712_PDAC_PBMC_4_b2f5392e31e3	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1988	68	408	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710713_PDAC_PBMC_5	GSE155698_GSE155698__GSM4710713_PDAC_PBMC_5_66f8e50e9d5f	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	3177	183	1805	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710714_PDAC_PBMC_6	GSE155698_GSE155698__GSM4710714_PDAC_PBMC_6_12047083c3b9	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2055	18	1453	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710715_PDAC_PBMC_7	GSE155698_GSE155698__GSM4710715_PDAC_PBMC_7_53a583f7ad11	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2837	33	2676	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710716_PDAC_PBMC_8	GSE155698_GSE155698__GSM4710716_PDAC_PBMC_8_10f47261c49f	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	3638	32	210	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710717_PDAC_PBMC_9	GSE155698_GSE155698__GSM4710717_PDAC_PBMC_9_69bb68031d6c	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2415	7	261	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710718_PDAC_PBMC_10A	GSE155698_GSE155698__GSM4710718_PDAC_PBMC_10A_071c1c237682	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	3417	13	346	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710719_PDAC_PBMC_10B	GSE155698_GSE155698__GSM4710719_PDAC_PBMC_10B_bcdbe8eb1565	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	553	0	525	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710720_PDAC_PBMC_11	GSE155698_GSE155698__GSM4710720_PDAC_PBMC_11_c49b51b0ace3	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1189	6	1107	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710721_PDAC_PBMC_12	GSE155698_GSE155698__GSM4710721_PDAC_PBMC_12_b921b817f1d9	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1982	5	1869	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710722_PDAC_PBMC_13	GSE155698_GSE155698__GSM4710722_PDAC_PBMC_13_844d97fd8a9d	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	785	0	734	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710723_PDAC_PBMC_14	GSE155698_GSE155698__GSM4710723_PDAC_PBMC_14_3e2920317b10	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1499	197	502	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710724_PDAC_PBMC_15	GSE155698_GSE155698__GSM4710724_PDAC_PBMC_15_d6ecdec2ebad	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2729	0	2710	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710725_PDAC_PBMC_16	GSE155698_GSE155698__GSM4710725_PDAC_PBMC_16_8909ff0bf78f	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	3259	8	3158	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710726_Healthy_PBMC_1	GSE155698_GSE155698__GSM4710726_Healthy_PBMC_1_79ce09f3afe6	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	2394	0	2306	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710727_Healthy_PBMC_2	GSE155698_GSE155698__GSM4710727_Healthy_PBMC_2_292c3c5c9e5a	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	1699	0	1620	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710728_Healthy_PBMC_3	GSE155698_GSE155698__GSM4710728_Healthy_PBMC_3_420ec338e4a1	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	4431	4	4231	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE155698|GSE155698__GSM4710729_Healthy_PBMC_4	GSE155698_GSE155698__GSM4710729_Healthy_PBMC_4_cdac67afc629	GSE155698	Pancreatic ductal adenocarcinoma	epithelial_solid_default	523	97	91	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585102_PTC1_T	GSE184362_GSE184362__GSM5585102_PTC1_T_ea8e7fb4cad9	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	4862	9	4425	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585103_PTC1_P	GSE184362_GSE184362__GSM5585103_PTC1_P_0e8f12b759b3	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7110	0	7013	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585104_PTC2_T	GSE184362_GSE184362__GSM5585104_PTC2_T_aff480b913b4	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	3919	0	3833	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585105_PTC2_P	GSE184362_GSE184362__GSM5585105_PTC2_P_46201a6cdc98	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	6339	1	6186	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585106_PTC2_LeftLN	GSE184362_GSE184362__GSM5585106_PTC2_LeftLN_49361d51e216	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	8352	0	8232	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585107_PTC3_T	GSE184362_GSE184362__GSM5585107_PTC3_T_9e9bd8e4517e	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5605	15	5272	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585108_PTC3_P	GSE184362_GSE184362__GSM5585108_PTC3_P_1d58cae5b370	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7573	0	7420	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585109_PTC3_LeftLN	GSE184362_GSE184362__GSM5585109_PTC3_LeftLN_1f9a4ae1e635	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7740	0	7583	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585110_PTC3_RightLN	GSE184362_GSE184362__GSM5585110_PTC3_RightLN_c12e3712ea59	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	7518	1	7346	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585111_PTC4_SC	GSE184362_GSE184362__GSM5585111_PTC4_SC_048ea93c0fd8	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	1957	41	1813	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE184362|GSE184362__GSM5585120_PTC9_P	GSE184362_GSE184362__GSM5585120_PTC9_P_1d0667f3d8a1	GSE184362	Papillary thyroid carcinoma	epithelial_solid_default	5536	64	4946	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768560_SMC26_DN_scRNA	GSE288479_GSM8768560_SMC26_DN_scRNA_c90ba75a55a2	GSE288479	Part-solid LUAD	epithelial_solid_default	1810	49	1121	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768561_SMC26_AN_scRNA	GSE288479_GSM8768561_SMC26_AN_scRNA_291f9fdcef79	GSE288479	Part-solid LUAD	epithelial_solid_default	1833	12	1088	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768563_SMC26_S_scRNA	GSE288479_GSM8768563_SMC26_S_scRNA_7a677d5073df	GSE288479	Part-solid LUAD	epithelial_solid_default	802	76	549	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768564_SMC27_DN_scRNA	GSE288479_GSM8768564_SMC27_DN_scRNA_92b6435658e1	GSE288479	Part-solid LUAD	epithelial_solid_default	2746	9	2071	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768565_SMC27_AN_scRNA	GSE288479_GSM8768565_SMC27_AN_scRNA_fc1d0596b442	GSE288479	Part-solid LUAD	epithelial_solid_default	2825	38	2197	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768567_SMC27_S_scRNA	GSE288479_GSM8768567_SMC27_S_scRNA_b1e5f39efead	GSE288479	Part-solid LUAD	epithelial_solid_default	1505	166	997	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768568_SMC29_DN_scRNA	GSE288479_GSM8768568_SMC29_DN_scRNA_97ae8d21682a	GSE288479	Part-solid LUAD	epithelial_solid_default	2523	108	1612	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768569_SMC29_AN_scRNA	GSE288479_GSM8768569_SMC29_AN_scRNA_0ee31e33ef73	GSE288479	Part-solid LUAD	epithelial_solid_default	1968	158	953	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE288479|GSM8768572_SMC30_DN_scRNA	GSE288479_GSM8768572_SMC30_DN_scRNA_155700c1776b	GSE288479	Part-solid LUAD	epithelial_solid_default	3767	109	2543	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|HNW_PR5251_T_org_pool1_pool2_S40_L003	GSE176031_HNW_PR5251_T_org_pool1_pool2_S40_L003_fe2b8ce827d2	GSE176031	Prostate cancer	epithelial_solid_default	985	979	2	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|HNW_PR5254_T_org_S38_L003	GSE176031_HNW_PR5254_T_org_S38_L003_244e6b4a3cfc	GSE176031	Prostate cancer	epithelial_solid_default	592	531	18	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PA_AUG_PB_1A_S1	GSE176031_PA_AUG_PB_1A_S1_837efa0a0e44	GSE176031	Prostate cancer	epithelial_solid_default	362	104	96	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_AUG_PB_1B_S2	GSE176031_PA_AUG_PB_1B_S2_13bfbc23a378	GSE176031	Prostate cancer	epithelial_solid_default	527	164	182	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_PB1A_Pool_1_3_S50_L002	GSE176031_PA_PB1A_Pool_1_3_S50_L002_8d076501d82f	GSE176031	Prostate cancer	epithelial_solid_default	751	158	260	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_PB1A_Pool_2_S107_L004	GSE176031_PA_PB1A_Pool_2_S107_L004_1b2c956f8184	GSE176031	Prostate cancer	epithelial_solid_default	552	82	235	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_PB2B_Pool_2_S26_L001	GSE176031_PA_PB2B_Pool_2_S26_L001_8f5daf1d51c6	GSE176031	Prostate cancer	epithelial_solid_default	462	130	173	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_PR5199-640K_Pool_1_3_S108_L004	GSE176031_PA_PR5199-640K_Pool_1_3_S108_L004_baa2c2a482f8	GSE176031	Prostate cancer	epithelial_solid_default	175	47	58	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE176031|PA_PR5199-640K_Pool_2_S56_L002	GSE176031_PA_PR5199-640K_Pool_2_S56_L002_4428bb0a8341	GSE176031	Prostate cancer	epithelial_solid_default	67	24	26	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE176031|PA_PR5249_T1_S3_L001	GSE176031_PA_PR5249_T1_S3_L001_61e56ce19ef9	GSE176031	Prostate cancer	epithelial_solid_default	341	236	43	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PA_PR5269_1_S25_L002	GSE176031_PA_PR5269_1_S25_L002_ddb4b8fb7c01	GSE176031	Prostate cancer	epithelial_solid_default	103	56	10	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE176031|PR5251_T_org_pool3_S62_L004	GSE176031_PR5251_T_org_pool3_S62_L004_d8b4efb35888	GSE176031	Prostate cancer	epithelial_solid_default	921	901	7	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PR5261_T_V1_org_S55_L004	GSE176031_PR5261_T_V1_org_S55_L004_3ee7dccba010	GSE176031	Prostate cancer	epithelial_solid_default	26	16	3	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE176031|PR5261_T_V2_org_S58_L004	GSE176031_PR5261_T_V2_org_S58_L004_6b8785c5beec	GSE176031	Prostate cancer	epithelial_solid_default	1106	895	29	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PR5269_T_org_S60_L004	GSE176031_PR5269_T_org_S60_L004_c478c9b317d2	GSE176031	Prostate cancer	epithelial_solid_default	113	93	7	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE176031|PR5274_T_V1_org_S63_L004	GSE176031_PR5274_T_V1_org_S63_L004_708736e38564	GSE176031	Prostate cancer	epithelial_solid_default	1185	1165	4	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PR5274_T_V2_org_S66_L004	GSE176031_PR5274_T_V2_org_S66_L004_9c7e32ef89b6	GSE176031	Prostate cancer	epithelial_solid_default	993	841	23	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE176031|PR5316_T_base_org_S36_L003	GSE176031_PR5316_T_base_org_S36_L003_4517f770dd67	GSE176031	Prostate cancer	epithelial_solid_default	534	434	25	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE274229|GSM8445680_S1_03_GEX	GSE274229_GSM8445680_S1_03_GEX_bacc9c679d22	GSE274229	Prostate cancer	epithelial_solid_default	1483	28	969	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445682_S3_10_GEX	GSE274229_GSM8445682_S3_10_GEX_d6f7e82b8bfa	GSE274229	Prostate cancer	epithelial_solid_default	564	11	396	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445683_S4_15_GEX	GSE274229_GSM8445683_S4_15_GEX_8b81727fea20	GSE274229	Prostate cancer	epithelial_solid_default	294	233	27	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE274229|GSM8445686_S7_02_GEX	GSE274229_GSM8445686_S7_02_GEX_f120e3f5d4ff	GSE274229	Prostate cancer	epithelial_solid_default	199	131	57	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445687_S8_02_GEX	GSE274229_GSM8445687_S8_02_GEX_6fd605432436	GSE274229	Prostate cancer	epithelial_solid_default	288	122	90	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445688_S9_04_GEX	GSE274229_GSM8445688_S9_04_GEX_65ebffdb9ab8	GSE274229	Prostate cancer	epithelial_solid_default	60	22	27	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445690_S11_05_GEX	GSE274229_GSM8445690_S11_05_GEX_1744c696cc27	GSE274229	Prostate cancer	epithelial_solid_default	1582	135	1163	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445691_S12_06_GEX	GSE274229_GSM8445691_S12_06_GEX_349cf0f1599a	GSE274229	Prostate cancer	epithelial_solid_default	278	96	98	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445692_S13_06_GEX	GSE274229_GSM8445692_S13_06_GEX_1b3d1d18db32	GSE274229	Prostate cancer	epithelial_solid_default	213	29	100	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445698_S19_12_GEX	GSE274229_GSM8445698_S19_12_GEX_34366f43fa8c	GSE274229	Prostate cancer	epithelial_solid_default	136	82	12	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE274229|GSM8445713_S34_31_GEX	GSE274229_GSM8445713_S34_31_GEX_dd7acc52c039	GSE274229	Prostate cancer	epithelial_solid_default	6537	136	4192	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_18854	GSE159115_GSE159115__SI_18854_246861e77cb9	GSE159115	Renal cell carcinoma	epithelial_solid_default	1407	164	403	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_18855	GSE159115_GSE159115__SI_18855_8ffdf4f1d9a8	GSE159115	Renal cell carcinoma	epithelial_solid_default	1175	42	638	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_18856	GSE159115_GSE159115__SI_18856_13af9c57e1fa	GSE159115	Renal cell carcinoma	epithelial_solid_default	288	43	169	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_19704	GSE159115_GSE159115__SI_19704_98225201a267	GSE159115	Renal cell carcinoma	epithelial_solid_default	280	166	101	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_21256	GSE159115_GSE159115__SI_21256_59ce0542f1ee	GSE159115	Renal cell carcinoma	epithelial_solid_default	398	146	55	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_22369	GSE159115_GSE159115__SI_22369_bd3980569b58	GSE159115	Renal cell carcinoma	epithelial_solid_default	831	164	299	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE159115|GSE159115__SI_23843	GSE159115_GSE159115__SI_23843_29b14b36438c	GSE159115	Renal cell carcinoma	epithelial_solid_default	3067	62	456	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE228501|nested_001_GSM7122854_19355X1_tar_gz__19355X1	GSE228501_nested_001_GSM7122854_19355X1_tar_gz__19355X1_a4914e4d50a6	GSE228501	Seminoma	germ_cell_malignancy	890	34	692	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE228501|nested_002_GSM7122855_19355X2_tar_gz__19355X2	GSE228501_nested_002_GSM7122855_19355X2_tar_gz__19355X2_580f4f76d2c5	GSE228501	Seminoma	germ_cell_malignancy	4353	59	3530	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE228501|nested_003_GSM7122856_19355X3_tar_gz__19355X3	GSE228501_nested_003_GSM7122856_19355X3_tar_gz__19355X3_5587c4e08fcc	GSE228501	Seminoma	germ_cell_malignancy	4704	3	3952	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE228501|nested_004_GSM7122857_19355X4_tar_gz__19355X4	GSE228501_nested_004_GSM7122857_19355X4_tar_gz__19355X4_6f1f3ef92ce6	GSE228501	Seminoma	germ_cell_malignancy	2604	5	2160	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__1	GSE189889_GSE189889__1_3e3cf3b29c53	GSE189889	Acral melanoma	melanocytic_malignancy	771	0	623	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__2	GSE189889_GSE189889__2_275c0ed6120a	GSE189889	Acral melanoma	melanocytic_malignancy	1343	0	842	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__3	GSE189889_GSE189889__3_feb9e35eee69	GSE189889	Acral melanoma	melanocytic_malignancy	1377	58	928	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__4	GSE189889_GSE189889__4_1c7b86d20983	GSE189889	Acral melanoma	melanocytic_malignancy	2353	2	1523	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__5	GSE189889_GSE189889__5_c0bde90492f9	GSE189889	Acral melanoma	melanocytic_malignancy	923	0	184	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189889|GSE189889__7	GSE189889_GSE189889__7_f1d35a9add5a	GSE189889	Acral melanoma	melanocytic_malignancy	5523	24	5394	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
